0,0
100,0
199,0
300,0
400,0
500,0
601,0
701,1022
801,1022
903,1022
1003,1022
1103,1022
1204,1022
1304,1022
1404,1022
1505,1022
1606,1021
1707,1021
1807,1022
1907,0
2008,0
2108,0
2208,0
2309,0
2409,0
2509,0
2610,0
2710,0
2810,0
2911,0
3011,0
3111,0
3212,0
3312,0
3412,0
3514,1021
3614,1022
3715,1022
3815,1021
3915,1022
4016,1022
4116,1022
4217,1022
4318,1022
4418,1022
4518,1021
4619,1022
4719,0
4819,0
4920,0
5020,0
5121,0
5221,0
5322,0
5423,0
5523,0
5623,0
5724,0
5824,0
5924,0
6025,0
6125,0
6225,0
6326,1022
6426,1022
6526,1022
6627,1021
6727,1022
6829,1021
6929,1022
7029,1022
7130,1022
7230,1021
7330,1021
7431,1022
7532,0
7632,0
7733,0
7833,0
7933,0
8034,0
8134,0
8235,0
8335,0
8435,0
8536,0
8636,0
8736,0
8837,0
8937,0
9037,0
9138,1022
9238,1022
9338,1022
9439,1022
9540,1022
9640,1022
9741,1022
9841,1021
9942,1023
10042,1022
10143,1022
10244,1022
10344,0
10444,0
10545,0
10645,0
10745,0
10846,0
10946,0
11046,0
11148,0
11248,0
11348,0
11449,0
11549,0
11650,0
11750,0
11850,1022
11951,1022
12051,1021
12152,1022
12253,1022
12353,1023
12453,1022
12554,1022
12655,1022
12755,1022
12856,1021
12956,0
13057,0
13157,0
13257,0
13358,0
13459,0
13559,0
13660,0
13760,0
13860,0
13961,0
14061,0
14161,0
14262,0
14362,0
14462,1021
14563,1021
14664,1021
14765,1022
14865,1022
14965,1021
15066,1021
15167,1021
15267,1022
15368,1021
15468,1022
15568,0
15669,0
15770,0
15870,0
15971,0
16071,0
16172,0
16272,0
16372,0
16473,0
16573,0
16673,0
16774,0
16874,0
16974,0
17075,1022
17176,1021
17276,1022
17377,1022
17477,1021
17577,1022
17679,1022
17779,1022
17880,1022
17980,1022
18080,1022
18182,0
18282,0
18382,0
18483,0
18583,0
18683,0
18784,0
18884,0
18984,0
19085,0
19185,0
19286,0
19386,0
19486,0
19588,0
19688,1022
19788,1022
19889,1022
19989,1022
20089,1023
20191,1022
20291,1023
20391,1022
20492,1022
20592,1022
20694,1022
20794,1021
20894,0
20995,0
21095,0
21195,0
21296,0
21396,0
21496,0
21598,0
21698,0
21798,0
21899,0
21999,0
22099,0
22200,0
22300,1022
22401,1022
22501,1022
22602,1022
22703,1022
22803,1022
22903,1022
23004,1022
23105,1022
23205,1022
23306,1022
23406,0
23506,0
23607,0
23707,0
23808,0
23908,0
24009,0
24110,0
24210,0
24310,0
24411,0
24511,0
24611,0
24712,0
24812,0
24912,1022
25013,1022
25114,1022
25214,1022
25315,1022
25415,1022
25516,1022
25617,1021
25717,1022
25818,1022
25918,1022
26018,0
26119,0
26219,0
26320,0
26421,0
26521,0
26621,0
26722,0
26822,0
26923,0
27023,0
27123,0
27224,0
27324,0
27424,0
27525,1022
27626,1021
27726,1022
27827,1022
27927,1021
28027,1022
28129,1022
28229,1023
28329,1022
28430,1021
28530,1022
28632,0
28732,0
28832,0
28933,0
29033,0
29133,0
29234,0
29334,0
29434,0
29535,0
29635,0
29735,0
29836,0
29936,0
30038,0
30138,1022
30238,1022
30339,1022
30439,1022
30539,1023
30641,1022
30741,1021
30841,1022
30942,1022
31042,1022
31143,1022
31244,0
31344,0
31444,0
31545,0
31645,0
31746,0
31846,0
31946,0
32047,0
32147,0
32248,0
32349,0
32449,0
32549,0
32650,0
32750,1022
32850,1021
32951,1021
33051,1021
33153,1022
33253,1022
33353,1022
33454,1022
33554,1022
33655,1022
33756,1022
33856,0
33956,0
34057,0
34157,0
34257,0
34358,0
34458,0
34560,0
34660,0
34760,0
34861,0
34961,0
35061,0
35162,0
35262,0
35362,1022
35463,1022
35563,1022
35664,1022
35765,1021
35865,1022
35965,1022
36066,1021
36167,1022
36268,1022
36368,1022
36468,1022
36569,0
36670,0
36770,0
36871,0
36971,0
37071,0
37172,0
37272,0
37372,0
37473,0
37573,0
37673,0
37774,0
37874,0
37975,1022
38076,1022
38176,1021
38277,1022
38377,1022
38477,1022
38579,1022
38679,1022
38779,1022
38880,1022
38980,1022
39081,0
39182,0
39282,0
39383,0
39483,0
39583,0
39684,0
39784,0
39884,0
39985,0
40085,0
40185,0
40286,0
40387,0
40487,0
40588,1021
40688,1021
40788,1022
40889,1021
40989,1022
41091,1022
41191,1022
41291,1021
41392,1022
41492,1022
41593,1022
41694,0
41794,0
41894,0
41995,0
42095,0
42195,0
42296,0
42396,0
42497,0
42597,0
42698,0
42799,0
42899,0
42999,0
43100,0
43200,1022
43300,1022
43401,1022
43501,1022
43602,1022
43703,1021
43803,1023
43904,1022
44004,1021
44105,1022
44206,1022
44306,0
44406,0
44507,0
44607,0
44707,0
44808,0
44908,0
45009,0
45110,0
45210,0
45310,0
45411,0
45511,0
45612,0
45712,0
45812,1021
45913,1022
46014,1022
46114,1022
46215,1022
46315,1021
46415,1022
46517,1022
46617,1022
46717,1021
46818,1022
46918,0
47019,0
47119,0
47220,0
47321,0
47421,0
47521,0
47622,0
47722,0
47822,0
47923,0
48023,0
48123,0
48224,0
48324,0
48424,1022
48526,1021
48626,1022
48727,1022
48827,1022
48927,1022
49029,1022
49129,1023
49229,1022
49330,1022
49430,1022
49531,1022
49632,0
49732,0
49832,0
49933,0
50033,0
50134,0
50234,0
50334,0
50435,0
50535,0
50635,0
50737,0
50837,0
50937,0
51038,1022
51138,1021
51238,1022
51339,1022
51440,1022
51540,1022
51641,1022
51741,1022
51842,1022
51943,1022
52043,1022
52144,0
52244,0
52344,0
52445,0
52545,0
52645,0
52746,0
52846,0
52947,0
53048,0
53148,0
53249,0
53349,0
53449,0
53550,0
53650,1021
53750,1022
53851,1021
53952,1021
54052,1022
54153,1022
54253,1022
54353,1022
54455,1022
54555,1022
54656,1022
54756,0
54856,0
54957,0
55057,0
55157,0
55259,0
55359,0
55459,0
55560,0
55660,0
55760,0
55861,0
55961,0
56061,0
56162,0
56262,1022
56363,1022
56464,1022
56564,1021
56665,1022
56765,1021
56865,1022
56967,1022
57067,1022
57167,1022
57268,1022
57368,0
57469,0
57570,0
57670,0
57771,0
57871,0
57971,0
58072,0
58172,0
58272,0
58373,0
58473,0
58573,0
58674,0
58774,1022
58875,1022
58976,1022
59076,1022
59176,1022
59277,1022
59378,1022
59479,1022
59579,1021
59679,1022
59780,1021
59881,1022
59981,0
60082,0
60182,0
60282,0
60383,0
60483,0
60583,0
60684,0
60784,0
60884,0
60986,0
61086,0
61187,0
61287,0
61387,1022
61488,1021
61588,1022
61688,1022
61790,1022
61890,1022
61990,1022
62091,1022
62191,1022
62292,1022
62393,1022
62493,1022
62594,0
62694,0
62794,0
62895,0
62995,0
63096,0
63197,0
63297,0
63397,0
63498,0
63598,0
63698,0
63799,0
63899,0
64000,1022
64100,1022
64201,1022
64302,1022
64402,1022
64502,1022
64603,1022
64704,1022
64804,1022
64905,1022
65005,1022
65105,1022
65207,0
65307,0
65408,0
65508,0
65608,0
65709,0
65809,0
65909,0
66010,0
66110,0
66210,0
66311,0
66411,0
66512,0
66613,1022
66713,1022
66813,1022
66914,1022
67014,1021
67116,1022
67216,1022
67316,1022
67417,1022
67517,1022
67618,1021
67719,1021
67819,0
67919,0
68020,0
68120,0
68220,0
68321,0
68421,0
68523,0
68623,0
68723,0
68824,0
68924,0
69024,0
69125,0
69225,1022
69325,1021
69426,1022
69527,1022
69627,1021
69728,1021
69828,1021
69928,1022
70030,1022
70130,1022
70231,1022
70331,0
70431,0
70532,0
70632,0
70732,0
70834,0
70934,0
71034,0
71135,0
71235,0
71335,0
71436,0
71536,0
71636,0
71737,0
