0,0,494
100,0,214
199,0,190
300,0,169
400,0,199
500,0,281
601,0,354
701,1022,421
801,1022,482
903,1022,537
1003,1022,587
1103,1022,635
1204,1022,679
1304,1022,717
1404,1022,751
1505,1022,782
1606,1021,809
1707,1021,833
1807,1022,770
1907,0,683
2008,0,604
2108,0,534
2208,0,471
2309,0,416
2409,0,367
2509,0,323
2610,0,285
2710,0,250
2810,0,220
2911,0,194
3011,0,170
3111,0,201
3212,0,289
3312,0,367
3412,0,438
3514,1021,501
3614,1022,558
3715,1022,610
3815,1021,656
3915,1022,697
4016,1022,733
4116,1022,765
4217,1022,795
4318,1022,820
4418,1022,843
4518,1021,730
4619,1022,646
4719,0,572
4819,0,505
4920,0,446
5020,0,393
5121,0,346
5221,0,305
5322,0,269
5423,0,237
5523,0,208
5623,0,176
5724,0,161
5824,0,262
5924,0,339
6025,0,411
6125,0,476
6225,0,535
6326,1022,587
6426,1022,635
6526,1022,678
6627,1021,716
6727,1022,750
6829,1021,780
6929,1022,807
7029,1022,831
7130,1022,764
7230,1021,679
7330,1021,606
7431,1022,532
7532,0,467
7632,0,399
7733,0,352
7833,0,318
7933,0,282
8034,0,250
8134,0,221
8235,0,195
8335,0,173
8435,0,233
8536,0,317
8636,0,391
8736,0,457
8837,0,516
8937,0,570
9037,0,619
9138,1022,663
9238,1022,701
9338,1022,736
9439,1022,767
9540,1022,795
9640,1022,819
9741,1022,841
9841,1021,700
9942,1023,621
10042,1022,551
10143,1022,484
10244,1022,426
10344,0,375
10444,0,329
10545,0,289
10645,0,253
10745,0,222
10846,0,194
10946,0,171
11046,0,245
11148,0,333
11248,0,409
11348,0,479
11449,0,541
11549,0,595
11650,0,644
11750,0,686
11850,1022,725
11951,1022,759
12051,1021,790
12152,1022,818
12253,1022,841
12353,1023,698
12453,1022,616
12554,1022,543
12655,1022,478
12755,1022,420
12856,1021,368
12956,0,323
13057,0,284
13157,0,249
13257,0,218
13358,0,191
13459,0,167
13559,0,261
13660,0,345
13760,0,421
13860,0,488
13961,0,549
14061,0,603
14161,0,650
14262,0,693
14362,0,731
14462,1021,765
14563,1021,795
14664,1021,821
14765,1022,844
14865,1022,685
14965,1021,604
15066,1021,533
15167,1021,469
15267,1022,412
15368,1021,361
15468,1022,317
15568,0,279
15669,0,244
15770,0,215
15870,0,188
15971,0,165
16071,0,270
16172,0,353
16272,0,428
16372,0,494
16473,0,554
16573,0,607
16673,0,655
16774,0,697
16874,0,734
16974,0,768
17075,1022,797
17176,1021,823
17276,1022,770
17377,1022,676
17477,1021,596
17577,1022,525
17679,1022,461
17779,1022,405
17880,1022,355
17980,1022,311
18080,1022,273
18182,0,240
18282,0,210
18382,0,184
18483,0,162
18583,0,283
18683,0,367
18784,0,439
18884,0,505
18984,0,565
19085,0,617
19185,0,663
19286,0,705
19386,0,741
19486,0,773
19588,0,803
19688,1022,828
19788,1022,749
19889,1022,660
19989,1022,580
20089,1023,510
20191,1022,450
20291,1023,395
20391,1022,347
20492,1022,304
20592,1022,266
20694,1022,234
20794,1021,205
20894,0,180
20995,0,158
21095,0,298
21195,0,380
21296,0,451
21396,0,515
21496,0,572
21598,0,623
21698,0,669
21798,0,710
21899,0,747
21999,0,779
22099,0,807
22200,0,831
22300,1022,735
22401,1022,647
22501,1022,569
22602,1022,500
22703,1022,440
22803,1022,387
22903,1022,340
23004,1022,298
23105,1022,262
23205,1022,229
23306,1022,201
23406,0,177
23506,0,150
23607,0,310
23707,0,389
23808,0,461
23908,0,524
24009,0,581
24110,0,631
24210,0,676
24310,0,716
24411,0,752
24511,0,783
24611,0,811
24712,0,835
24812,0,720
24912,1022,635
25013,1022,560
25114,1022,492
25214,1022,433
25315,1022,380
25415,1022,333
25516,1022,292
25617,1021,256
25717,1022,224
25818,1022,196
25918,1022,172
26018,0,239
26119,0,326
26219,0,403
26320,0,473
26421,0,537
26521,0,591
26621,0,641
26722,0,684
26822,0,723
26923,0,757
27023,0,788
27123,0,816
27224,0,839
27324,0,703
27424,0,620
27525,1022,546
27626,1021,480
27726,1022,422
27827,1022,371
27927,1021,325
28027,1022,285
28129,1022,250
28229,1023,219
28329,1022,192
28430,1021,168
28530,1022,256
28632,0,341
28732,0,417
28832,0,485
28933,0,546
29033,0,601
29133,0,648
29234,0,691
29334,0,729
29434,0,763
29535,0,794
29635,0,820
29735,0,843
29836,0,687
29936,0,606
30038,0,534
30138,1022,469
30238,1022,412
30339,1022,362
30439,1022,317
30539,1023,278
30641,1022,244
30741,1021,213
30841,1022,187
30942,1022,164
31042,1022,273
31143,1022,356
31244,0,431
31344,0,498
31444,0,559
31545,0,611
31645,0,658
31746,0,700
31846,0,738
31946,0,771
32047,0,800
32147,0,826
32248,0,757
32349,0,668
32449,0,589
32549,0,519
32650,0,457
32750,1022,401
32850,1021,351
32951,1021,307
33051,1021,270
33153,1022,237
33253,1022,208
33353,1022,183
33454,1022,160
33554,1022,289
33655,1022,371
33756,1022,444
33856,0,508
33956,0,567
34057,0,619
34157,0,665
34257,0,707
34358,0,743
34458,0,775
34560,0,804
34660,0,829
34760,0,743
34861,0,655
34961,0,576
35061,0,507
35162,0,446
35262,0,391
35362,1022,343
35463,1022,301
35563,1022,264
35664,1022,231
35765,1021,202
35865,1022,178
35965,1022,152
36066,1021,306
36167,1022,386
36268,1022,458
36368,1022,521
36468,1022,578
36569,0,628
36670,0,674
36770,0,714
36871,0,750
36971,0,781
